"PID","networkType","nom","term"
1001,"closeFrds",7044,"fa19"
1001,"negEmoSupp",1080,"fa19"
1001,"negEmoSupp",2369,"fa19"
1001,"negEmoSupp",5631,"fa19"
1001,"responsive",1080,"fa19"
1001,"negEmoSupp",4440,"fa19"
1001,"closeFrds",1720,"fa19"
1001,"negEmoSupp",5060,"fa19"
1001,"closeFrds",4440,"fa19"
1001,"responsive",5631,"fa19"
1001,"closeFrds",2676,"fa19"
1001,"closeFrds",4966,"fa19"
1001,"closeFrds",3939,"fa19"
1001,"responsive",2369,"fa19"
1001,"responsive",5060,"fa19"
1001,"negEmoSupp",4966,"fa19"
1004,"responsive",5962,"fa19"
1004,"negEmoSupp",7123,"fa19"
1004,"negEmoSupp",2725,"fa19"
1004,"responsive",7123,"fa19"
1004,"closeFrds",5962,"fa19"
1004,"closeFrds",3098,"fa19"
1004,"responsive",3098,"fa19"
1004,"closeFrds",8077,"fa19"
1004,"negEmoSupp",5962,"fa19"
1004,"closeFrds",1508,"fa19"
1004,"closeFrds",7123,"fa19"
1004,"negEmoSupp",5320,"fa19"
1004,"closeFrds",5320,"fa19"
1004,"negEmoSupp",6438,"fa19"
1006,"responsive",5249,"fa19"
1006,"responsive",7842,"fa19"
1006,"negEmoSupp",5249,"fa19"
1006,"negEmoSupp",5535,"fa19"
1006,"responsive",5092,"fa19"
1006,"responsive",3809,"fa19"
1006,"negEmoSupp",7635,"fa19"
1006,"closeFrds",7842,"fa19"
1006,"closeFrds",5092,"fa19"
1006,"negEmoSupp",5092,"fa19"
1006,"responsive",6500,"fa19"
1006,"negEmoSupp",7842,"fa19"
1006,"closeFrds",5249,"fa19"
1006,"responsive",6893,"fa19"
1006,"closeFrds",6500,"fa19"
1006,"negEmoSupp",3092,"fa19"
1006,"closeFrds",3809,"fa19"
1006,"closeFrds",3092,"fa19"
1014,"responsive",8205,"fa19"
1014,"closeFrds",4963,"fa19"
1014,"closeFrds",2391,"fa19"
1014,"responsive",4963,"fa19"
1014,"closeFrds",8205,"fa19"
1014,"negEmoSupp",2391,"fa19"
1014,"responsive",2391,"fa19"
1017,"closeFrds",3549,"fa19"
1017,"closeFrds",7475,"fa19"
1047,"negEmoSupp",3897,"fa19"
1047,"responsive",3123,"fa19"
1047,"responsive",3897,"fa19"
1047,"negEmoSupp",3123,"fa19"
1047,"negEmoSupp",6196,"fa19"
1047,"negEmoSupp",6965,"fa19"
1047,"closeFrds",6196,"fa19"
1047,"responsive",6196,"fa19"
1047,"negEmoSupp",6700,"fa19"
1047,"closeFrds",2119,"fa19"
1047,"negEmoSupp",3642,"fa19"
1047,"responsive",3905,"fa19"
1047,"responsive",6700,"fa19"
1047,"closeFrds",3905,"fa19"
1047,"closeFrds",6700,"fa19"
1047,"closeFrds",3123,"fa19"
1047,"closeFrds",6965,"fa19"
1061,"closeFrds",2992,"fa19"
1061,"closeFrds",3941,"fa19"
1061,"negEmoSupp",7409,"fa19"
1061,"responsive",2062,"fa19"
1061,"negEmoSupp",2992,"fa19"
1061,"closeFrds",7409,"fa19"
1061,"closeFrds",5245,"fa19"
1061,"negEmoSupp",4850,"fa19"
1061,"closeFrds",1375,"fa19"
1061,"responsive",7409,"fa19"
1061,"closeFrds",2062,"fa19"
1061,"negEmoSupp",2062,"fa19"
1061,"responsive",1375,"fa19"
1061,"negEmoSupp",5527,"fa19"
1061,"responsive",5586,"fa19"
1061,"responsive",4850,"fa19"
1061,"responsive",2992,"fa19"
1061,"negEmoSupp",5639,"fa19"
1065,"negEmoSupp",7445,"fa19"
1065,"closeFrds",7945,"fa19"
1065,"responsive",4423,"fa19"
1065,"closeFrds",7445,"fa19"
1065,"negEmoSupp",7945,"fa19"
1065,"negEmoSupp",3946,"fa19"
1065,"responsive",7945,"fa19"
1065,"closeFrds",7233,"fa19"
1065,"closeFrds",3946,"fa19"
1065,"negEmoSupp",4423,"fa19"
1065,"negEmoSupp",6049,"fa19"
1065,"closeFrds",6172,"fa19"
1065,"responsive",5458,"fa19"
1065,"responsive",7233,"fa19"
1065,"responsive",7445,"fa19"
1065,"negEmoSupp",7233,"fa19"
1065,"closeFrds",4423,"fa19"
1078,"responsive",5085,"fa19"
1078,"responsive",3315,"fa19"
1078,"negEmoSupp",2726,"fa19"
1078,"negEmoSupp",4393,"fa19"
1078,"negEmoSupp",3315,"fa19"
1078,"closeFrds",3315,"fa19"
1078,"closeFrds",5085,"fa19"
1078,"negEmoSupp",5085,"fa19"
1078,"negEmoSupp",1346,"fa19"
1080,"closeFrds",3974,"fa19"
1080,"closeFrds",6207,"fa19"
1080,"closeFrds",5620,"fa19"
1080,"closeFrds",1361,"fa19"
1080,"negEmoSupp",2369,"fa19"
1080,"negEmoSupp",7631,"fa19"
1080,"responsive",6207,"fa19"
1080,"negEmoSupp",3974,"fa19"
1080,"responsive",1982,"fa19"
1080,"responsive",5470,"fa19"
1080,"responsive",7631,"fa19"
1080,"negEmoSupp",5620,"fa19"
1080,"negEmoSupp",6207,"fa19"
1080,"negEmoSupp",5470,"fa19"
1080,"closeFrds",7631,"fa19"
1086,"closeFrds",3822,"fa19"
1086,"closeFrds",4663,"fa19"
1086,"closeFrds",1252,"fa19"
1086,"responsive",3822,"fa19"
1086,"negEmoSupp",4663,"fa19"
1086,"closeFrds",4110,"fa19"
1086,"closeFrds",1458,"fa19"
1086,"responsive",3822,"fa19"
1086,"responsive",3822,"fa19"
1086,"responsive",3822,"fa19"
1086,"negEmoSupp",1458,"fa19"
1086,"responsive",3822,"fa19"
1086,"negEmoSupp",1252,"fa19"
1086,"negEmoSupp",3822,"fa19"
1086,"negEmoSupp",4110,"fa19"
1086,"responsive",3822,"fa19"
1087,"negEmoSupp",5312,"fa19"
1087,"negEmoSupp",7322,"fa19"
1087,"negEmoSupp",2428,"fa19"
1087,"closeFrds",1573,"fa19"
1087,"closeFrds",2428,"fa19"
1087,"responsive",5227,"fa19"
1087,"negEmoSupp",1573,"fa19"
1087,"closeFrds",2621,"fa19"
1087,"closeFrds",5227,"fa19"
1087,"negEmoSupp",2969,"fa19"
1087,"responsive",2969,"fa19"
1087,"closeFrds",5312,"fa19"
1087,"negEmoSupp",5227,"fa19"
1097,"responsive",6183,"fa19"
1097,"closeFrds",6183,"fa19"
1097,"negEmoSupp",6183,"fa19"
1105,"responsive",4883,"fa19"
1105,"closeFrds",1275,"fa19"
1105,"closeFrds",7617,"fa19"
1105,"negEmoSupp",7261,"fa19"
1105,"negEmoSupp",4853,"fa19"
1105,"responsive",6441,"fa19"
1105,"negEmoSupp",2903,"fa19"
1105,"negEmoSupp",7435,"fa19"
1105,"responsive",1987,"fa19"
1105,"closeFrds",3388,"fa19"
1105,"closeFrds",4544,"fa19"
1105,"closeFrds",2903,"fa19"
1105,"negEmoSupp",2351,"fa19"
1105,"negEmoSupp",3545,"fa19"
1105,"closeFrds",3545,"fa19"
1105,"responsive",3388,"fa19"
1105,"responsive",7617,"fa19"
1105,"responsive",2351,"fa19"
1107,"closeFrds",6200,"fa19"
1107,"closeFrds",3602,"fa19"
1107,"closeFrds",6943,"fa19"
1107,"closeFrds",5151,"fa19"
1107,"closeFrds",8047,"fa19"
1110,"closeFrds",1128,"fa19"
1110,"responsive",6229,"fa19"
1110,"closeFrds",7389,"fa19"
1110,"responsive",2572,"fa19"
1110,"closeFrds",2572,"fa19"
1110,"negEmoSupp",1128,"fa19"
1110,"negEmoSupp",5089,"fa19"
1110,"negEmoSupp",2572,"fa19"
1110,"responsive",3512,"fa19"
1110,"closeFrds",5089,"fa19"
1110,"responsive",5089,"fa19"
1110,"negEmoSupp",7389,"fa19"
1110,"closeFrds",6229,"fa19"
1110,"negEmoSupp",6229,"fa19"
1111,"closeFrds",5281,"fa19"
1111,"responsive",6268,"fa19"
1111,"closeFrds",7910,"fa19"
1111,"negEmoSupp",5281,"fa19"
1111,"closeFrds",6268,"fa19"
1111,"closeFrds",4060,"fa19"
1111,"closeFrds",4606,"fa19"
1111,"negEmoSupp",6268,"fa19"
1111,"closeFrds",1137,"fa19"
1111,"responsive",5281,"fa19"
1120,"closeFrds",8310,"fa19"
1120,"negEmoSupp",6685,"fa19"
1120,"negEmoSupp",1901,"fa19"
1120,"responsive",8310,"fa19"
1120,"closeFrds",6685,"fa19"
1120,"responsive",1901,"fa19"
1120,"negEmoSupp",8310,"fa19"
1120,"responsive",6685,"fa19"
1120,"closeFrds",1901,"fa19"
1128,"negEmoSupp",6239,"fa19"
1128,"responsive",7602,"fa19"
1128,"responsive",7389,"fa19"
1128,"responsive",7784,"fa19"
1128,"negEmoSupp",1110,"fa19"
1128,"negEmoSupp",7784,"fa19"
1128,"responsive",1110,"fa19"
1128,"closeFrds",7389,"fa19"
1128,"closeFrds",1152,"fa19"
1128,"closeFrds",6889,"fa19"
1128,"negEmoSupp",4511,"fa19"
1128,"responsive",5972,"fa19"
1128,"closeFrds",2438,"fa19"
1128,"negEmoSupp",7389,"fa19"
1128,"responsive",6239,"fa19"
1128,"negEmoSupp",2438,"fa19"
1128,"closeFrds",5089,"fa19"
1128,"closeFrds",6146,"fa19"
1132,"closeFrds",7285,"fa19"
1132,"responsive",2889,"fa19"
1132,"negEmoSupp",2806,"fa19"
1132,"closeFrds",2806,"fa19"
1132,"negEmoSupp",7285,"fa19"
1132,"responsive",7285,"fa19"
1132,"closeFrds",2412,"fa19"
1132,"negEmoSupp",1663,"fa19"
1132,"closeFrds",1833,"fa19"
1132,"responsive",2412,"fa19"
1132,"closeFrds",6183,"fa19"
1132,"negEmoSupp",3557,"fa19"
1132,"closeFrds",3557,"fa19"
1132,"negEmoSupp",2412,"fa19"
1132,"negEmoSupp",6183,"fa19"
1133,"closeFrds",5001,"fa19"
1133,"negEmoSupp",5263,"fa19"
1133,"closeFrds",5263,"fa19"
1133,"negEmoSupp",5922,"fa19"
1133,"responsive",5263,"fa19"
1133,"negEmoSupp",1331,"fa19"
1133,"responsive",5583,"fa19"
1133,"closeFrds",3131,"fa19"
1133,"closeFrds",4259,"fa19"
1133,"responsive",1331,"fa19"
1133,"responsive",5001,"fa19"
1133,"responsive",5922,"fa19"
1133,"negEmoSupp",5001,"fa19"
1133,"closeFrds",1331,"fa19"
1133,"closeFrds",5922,"fa19"
1134,"closeFrds",2979,"fa19"
1134,"responsive",5795,"fa19"
1134,"closeFrds",7172,"fa19"
1134,"responsive",2979,"fa19"
1134,"negEmoSupp",1375,"fa19"
1134,"negEmoSupp",5245,"fa19"
1134,"closeFrds",2741,"fa19"
1134,"closeFrds",6276,"fa19"
1134,"closeFrds",5795,"fa19"
1134,"closeFrds",2888,"fa19"
1161,"negEmoSupp",8279,"fa19"
1161,"closeFrds",2735,"fa19"
1161,"negEmoSupp",3072,"fa19"
1161,"closeFrds",8279,"fa19"
1161,"responsive",8279,"fa19"
1161,"closeFrds",3072,"fa19"
1162,"responsive",2764,"fa19"
1162,"closeFrds",2764,"fa19"
1162,"closeFrds",5883,"fa19"
1162,"negEmoSupp",2778,"fa19"
1162,"closeFrds",6659,"fa19"
1162,"closeFrds",7640,"fa19"
1162,"negEmoSupp",5883,"fa19"
1162,"negEmoSupp",3230,"fa19"
1162,"negEmoSupp",2764,"fa19"
1162,"negEmoSupp",2916,"fa19"
1162,"negEmoSupp",6659,"fa19"
1162,"closeFrds",2908,"fa19"
1162,"closeFrds",2916,"fa19"
1167,"responsive",2777,"fa19"
1167,"responsive",8141,"fa19"
1167,"responsive",4904,"fa19"
1167,"negEmoSupp",2777,"fa19"
1167,"negEmoSupp",2560,"fa19"
1167,"negEmoSupp",3553,"fa19"
1167,"responsive",3553,"fa19"
1167,"closeFrds",8141,"fa19"
1167,"negEmoSupp",4221,"fa19"
1167,"closeFrds",4221,"fa19"
1167,"closeFrds",4904,"fa19"
1167,"closeFrds",2560,"fa19"
1167,"closeFrds",2777,"fa19"
1167,"responsive",4584,"fa19"
1167,"negEmoSupp",4904,"fa19"
1167,"negEmoSupp",4584,"fa19"
1167,"closeFrds",3553,"fa19"
1167,"responsive",2560,"fa19"
1182,"closeFrds",3644,"fa19"
1182,"closeFrds",1846,"fa19"
1182,"closeFrds",5636,"fa19"
1182,"closeFrds",6019,"fa19"
1182,"closeFrds",2650,"fa19"
1182,"closeFrds",5321,"fa19"
1192,"negEmoSupp",7035,"fa19"
1192,"negEmoSupp",5900,"fa19"
1192,"negEmoSupp",6254,"fa19"
1192,"closeFrds",4805,"fa19"
1192,"responsive",6435,"fa19"
1192,"closeFrds",6254,"fa19"
1192,"negEmoSupp",3264,"fa19"
1192,"closeFrds",6435,"fa19"
1192,"negEmoSupp",6435,"fa19"
1202,"responsive",5473,"fa19"
1202,"closeFrds",3126,"fa19"
1202,"negEmoSupp",7087,"fa19"
1202,"negEmoSupp",2255,"fa19"
1202,"responsive",7087,"fa19"
1202,"negEmoSupp",6611,"fa19"
1202,"closeFrds",6611,"fa19"
1202,"closeFrds",2255,"fa19"
1202,"closeFrds",6127,"fa19"
1202,"responsive",5089,"fa19"
1202,"negEmoSupp",5473,"fa19"
1202,"responsive",2255,"fa19"
1202,"responsive",6611,"fa19"
1202,"closeFrds",5089,"fa19"
1202,"closeFrds",5473,"fa19"
1202,"negEmoSupp",5089,"fa19"
1214,"responsive",1134,"fa19"
1214,"responsive",3663,"fa19"
1214,"closeFrds",3003,"fa19"
1214,"closeFrds",5795,"fa19"
1214,"closeFrds",1134,"fa19"
1214,"responsive",5795,"fa19"
1214,"negEmoSupp",3003,"fa19"
1214,"closeFrds",2979,"fa19"
1214,"closeFrds",7316,"fa19"
1214,"closeFrds",6170,"fa19"
1214,"responsive",2979,"fa19"
1214,"negEmoSupp",1134,"fa19"
1214,"negEmoSupp",5245,"fa19"
1224,"negEmoSupp",4628,"fa19"
1224,"negEmoSupp",1732,"fa19"
1224,"closeFrds",4922,"fa19"
1224,"closeFrds",7553,"fa19"
1224,"closeFrds",4723,"fa19"
1224,"responsive",1732,"fa19"
1224,"closeFrds",1732,"fa19"
1224,"closeFrds",6615,"fa19"
1224,"closeFrds",1823,"fa19"
1224,"responsive",4628,"fa19"
1229,"negEmoSupp",2506,"fa19"
1229,"closeFrds",4135,"fa19"
1229,"closeFrds",7178,"fa19"
1229,"responsive",2506,"fa19"
1229,"closeFrds",1565,"fa19"
1229,"closeFrds",2506,"fa19"
1236,"responsive",5642,"fa19"
1236,"negEmoSupp",6669,"fa19"
1236,"negEmoSupp",4770,"fa19"
1236,"closeFrds",4770,"fa19"
1236,"closeFrds",5212,"fa19"
1236,"responsive",5871,"fa19"
1236,"closeFrds",6669,"fa19"
1236,"closeFrds",2476,"fa19"
1236,"closeFrds",6004,"fa19"
1236,"negEmoSupp",5212,"fa19"
1236,"responsive",2815,"fa19"
1243,"closeFrds",6515,"fa19"
1243,"responsive",7433,"fa19"
1243,"closeFrds",7617,"fa19"
1243,"closeFrds",4904,"fa19"
1243,"closeFrds",5630,"fa19"
1262,"closeFrds",4734,"fa19"
1262,"closeFrds",7649,"fa19"
1262,"negEmoSupp",4999,"fa19"
1262,"closeFrds",3378,"fa19"
1262,"negEmoSupp",3378,"fa19"
1262,"negEmoSupp",4734,"fa19"
1262,"closeFrds",8050,"fa19"
1262,"responsive",4999,"fa19"
1262,"responsive",4734,"fa19"
1262,"closeFrds",4999,"fa19"
1262,"closeFrds",4686,"fa19"
1264,"closeFrds",4076,"fa19"
1264,"closeFrds",3251,"fa19"
1264,"closeFrds",1546,"fa19"
1264,"closeFrds",1380,"fa19"
1264,"negEmoSupp",3251,"fa19"
1264,"negEmoSupp",1546,"fa19"
1264,"responsive",7125,"fa19"
1264,"responsive",3251,"fa19"
1264,"closeFrds",1942,"fa19"
1264,"closeFrds",3929,"fa19"
1276,"negEmoSupp",4390,"fa19"
1276,"responsive",3075,"fa19"
1276,"responsive",4390,"fa19"
1276,"closeFrds",4390,"fa19"
1276,"closeFrds",3876,"fa19"
1276,"closeFrds",3075,"fa19"
1276,"responsive",3876,"fa19"
1276,"negEmoSupp",3876,"fa19"
1278,"closeFrds",2731,"fa19"
1278,"closeFrds",7380,"fa19"
1278,"closeFrds",2142,"fa19"
1278,"negEmoSupp",4056,"fa19"
1278,"negEmoSupp",2142,"fa19"
1278,"responsive",2731,"fa19"
1278,"negEmoSupp",2731,"fa19"
1278,"closeFrds",4866,"fa19"
1278,"negEmoSupp",4866,"fa19"
1278,"closeFrds",4056,"fa19"
1278,"negEmoSupp",3673,"fa19"
1278,"closeFrds",3673,"fa19"
1278,"negEmoSupp",7380,"fa19"
1278,"responsive",4056,"fa19"
1282,"responsive",6198,"fa19"
1282,"closeFrds",3024,"fa19"
1282,"responsive",2433,"fa19"
1282,"closeFrds",5558,"fa19"
1282,"closeFrds",7286,"fa19"
1284,"closeFrds",1388,"fa19"
1284,"negEmoSupp",5985,"fa19"
1284,"closeFrds",2903,"fa19"
1284,"negEmoSupp",8032,"fa19"
1284,"negEmoSupp",5649,"fa19"
1284,"closeFrds",5985,"fa19"
1284,"responsive",5985,"fa19"
1284,"negEmoSupp",3204,"fa19"
1284,"responsive",8032,"fa19"
1284,"closeFrds",3204,"fa19"
1284,"responsive",1388,"fa19"
1284,"negEmoSupp",1388,"fa19"
1284,"closeFrds",5649,"fa19"
1284,"closeFrds",8032,"fa19"
1290,"negEmoSupp",3664,"fa19"
1290,"responsive",2688,"fa19"
1290,"closeFrds",4553,"fa19"
1290,"closeFrds",3664,"fa19"
1290,"closeFrds",1796,"fa19"
1290,"responsive",3664,"fa19"
1290,"closeFrds",6375,"fa19"
1290,"closeFrds",5467,"fa19"
1292,"negEmoSupp",7534,"fa19"
1292,"negEmoSupp",7814,"fa19"
1292,"responsive",6679,"fa19"
1292,"closeFrds",6679,"fa19"
1292,"closeFrds",3132,"fa19"
1292,"closeFrds",3981,"fa19"
1292,"responsive",1342,"fa19"
1292,"responsive",6851,"fa19"
1292,"closeFrds",1342,"fa19"
1292,"responsive",7814,"fa19"
1292,"responsive",7534,"fa19"
1292,"negEmoSupp",1342,"fa19"
1297,"closeFrds",3407,"fa19"
1297,"responsive",3500,"fa19"
1297,"responsive",4422,"fa19"
1297,"negEmoSupp",3407,"fa19"
1297,"responsive",5908,"fa19"
1297,"closeFrds",5086,"fa19"
1297,"closeFrds",2240,"fa19"
1297,"responsive",2240,"fa19"
1297,"negEmoSupp",5086,"fa19"
1297,"negEmoSupp",2240,"fa19"
1297,"negEmoSupp",6945,"fa19"
1305,"closeFrds",1867,"fa19"
1305,"responsive",7543,"fa19"
1305,"closeFrds",6657,"fa19"
1305,"closeFrds",4557,"fa19"
1305,"negEmoSupp",1867,"fa19"
1305,"closeFrds",2574,"fa19"
1305,"negEmoSupp",6657,"fa19"
1305,"closeFrds",7543,"fa19"
1317,"closeFrds",4480,"fa19"
1317,"responsive",4480,"fa19"
1317,"responsive",1991,"fa19"
1317,"negEmoSupp",4480,"fa19"
1317,"closeFrds",1991,"fa19"
1317,"responsive",2866,"fa19"
1317,"closeFrds",2866,"fa19"
1317,"responsive",8294,"fa19"
1317,"responsive",4354,"fa19"
1317,"closeFrds",8294,"fa19"
1317,"responsive",4736,"fa19"
1317,"closeFrds",4354,"fa19"
1317,"negEmoSupp",8294,"fa19"
1317,"closeFrds",6118,"fa19"
1320,"closeFrds",7640,"fa19"
1320,"closeFrds",4662,"fa19"
1320,"closeFrds",6336,"fa19"
1320,"closeFrds",5669,"fa19"
1320,"negEmoSupp",2743,"fa19"
1320,"responsive",2167,"fa19"
1320,"negEmoSupp",2167,"fa19"
1320,"closeFrds",2167,"fa19"
1320,"negEmoSupp",5669,"fa19"
1320,"closeFrds",2743,"fa19"
1326,"negEmoSupp",4680,"fa19"
1326,"responsive",3092,"fa19"
1326,"closeFrds",1591,"fa19"
1326,"negEmoSupp",3092,"fa19"
1326,"responsive",1591,"fa19"
1326,"closeFrds",4680,"fa19"
1326,"closeFrds",6713,"fa19"
1326,"closeFrds",3092,"fa19"
1328,"closeFrds",6224,"fa19"
1328,"closeFrds",2544,"fa19"
1328,"closeFrds",2183,"fa19"
1328,"closeFrds",3938,"fa19"
1328,"negEmoSupp",2183,"fa19"
1328,"negEmoSupp",2544,"fa19"
1328,"closeFrds",2556,"fa19"
1328,"responsive",2544,"fa19"
1342,"closeFrds",7843,"fa19"
1342,"responsive",7859,"fa19"
1342,"closeFrds",7736,"fa19"
1342,"responsive",1292,"fa19"
1342,"negEmoSupp",1292,"fa19"
1342,"responsive",6764,"fa19"
1342,"closeFrds",6679,"fa19"
1342,"closeFrds",3684,"fa19"
1342,"responsive",5064,"fa19"
1342,"negEmoSupp",3684,"fa19"
1342,"closeFrds",1292,"fa19"
1342,"closeFrds",3887,"fa19"
1346,"closeFrds",7970,"fa19"
1346,"closeFrds",1222,"fa19"
1346,"closeFrds",3133,"fa19"
1346,"closeFrds",5853,"fa19"
1346,"closeFrds",5951,"fa19"
1346,"closeFrds",6046,"fa19"
1346,"negEmoSupp",3133,"fa19"
1346,"negEmoSupp",1981,"fa19"
1346,"responsive",1981,"fa19"
1346,"negEmoSupp",6046,"fa19"
1348,"negEmoSupp",2810,"fa19"
1348,"closeFrds",5503,"fa19"
1348,"closeFrds",2810,"fa19"
1348,"closeFrds",1662,"fa19"
1348,"responsive",2810,"fa19"
1348,"responsive",1662,"fa19"
1348,"responsive",5503,"fa19"
1348,"negEmoSupp",4132,"fa19"
1348,"negEmoSupp",1662,"fa19"
1348,"negEmoSupp",1937,"fa19"
1348,"closeFrds",4151,"fa19"
1348,"negEmoSupp",7311,"fa19"
1348,"responsive",7311,"fa19"
1348,"closeFrds",4132,"fa19"
1348,"negEmoSupp",5503,"fa19"
1348,"responsive",1937,"fa19"
1348,"closeFrds",7311,"fa19"
1348,"responsive",4151,"fa19"
1352,"negEmoSupp",7320,"fa19"
1352,"negEmoSupp",5138,"fa19"
1352,"closeFrds",7320,"fa19"
1352,"responsive",7320,"fa19"
1352,"negEmoSupp",6275,"fa19"
1352,"negEmoSupp",1532,"fa19"
1352,"negEmoSupp",2409,"fa19"
1352,"closeFrds",2409,"fa19"
1352,"closeFrds",1532,"fa19"
1352,"closeFrds",6275,"fa19"
1352,"responsive",2409,"fa19"
1352,"closeFrds",5138,"fa19"
1352,"responsive",5138,"fa19"
1352,"closeFrds",2089,"fa19"
1352,"negEmoSupp",2089,"fa19"
1352,"responsive",1532,"fa19"
1362,"closeFrds",2583,"fa19"
1362,"responsive",3877,"fa19"
1362,"closeFrds",1771,"fa19"
1362,"negEmoSupp",1074,"fa19"
1362,"closeFrds",1074,"fa19"
1362,"closeFrds",1837,"fa19"
1362,"responsive",1771,"fa19"
1362,"negEmoSupp",1771,"fa19"
1362,"negEmoSupp",4272,"fa19"
1362,"responsive",2583,"fa19"
1362,"closeFrds",4272,"fa19"
1362,"negEmoSupp",3877,"fa19"
1362,"closeFrds",3877,"fa19"
1376,"negEmoSupp",7377,"fa19"
1376,"closeFrds",6349,"fa19"
1376,"closeFrds",1953,"fa19"
1376,"negEmoSupp",6349,"fa19"
1376,"responsive",7659,"fa19"
1376,"negEmoSupp",5664,"fa19"
1376,"closeFrds",5058,"fa19"
1376,"closeFrds",7659,"fa19"
1376,"negEmoSupp",1953,"fa19"
1376,"negEmoSupp",1122,"fa19"
1376,"responsive",1122,"fa19"
1376,"responsive",6349,"fa19"
1376,"responsive",5058,"fa19"
1376,"negEmoSupp",5058,"fa19"
1377,"closeFrds",7610,"fa19"
1377,"closeFrds",6049,"fa19"
1377,"negEmoSupp",7610,"fa19"
1377,"responsive",6049,"fa19"
1377,"negEmoSupp",3749,"fa19"
1377,"negEmoSupp",6049,"fa19"
1377,"negEmoSupp",8268,"fa19"
1377,"negEmoSupp",4086,"fa19"
1377,"responsive",8268,"fa19"
1377,"responsive",3769,"fa19"
1377,"closeFrds",3769,"fa19"
1377,"responsive",3162,"fa19"
1377,"negEmoSupp",3769,"fa19"
1382,"responsive",7026,"fa19"
1382,"closeFrds",5217,"fa19"
1382,"negEmoSupp",1579,"fa19"
1382,"closeFrds",7026,"fa19"
1382,"closeFrds",1579,"fa19"
1382,"negEmoSupp",5217,"fa19"
1382,"responsive",5217,"fa19"
1382,"responsive",1579,"fa19"
1382,"negEmoSupp",7026,"fa19"
1383,"responsive",4859,"fa19"
1383,"closeFrds",4240,"fa19"
1383,"negEmoSupp",7345,"fa19"
1383,"closeFrds",7345,"fa19"
1383,"responsive",7307,"fa19"
1383,"negEmoSupp",4685,"fa19"
1383,"closeFrds",8194,"fa19"
1383,"negEmoSupp",5682,"fa19"
1383,"closeFrds",8178,"fa19"
1383,"negEmoSupp",8194,"fa19"
1383,"responsive",7345,"fa19"
1383,"closeFrds",4859,"fa19"
1383,"responsive",5287,"fa19"
1383,"closeFrds",5287,"fa19"
1383,"negEmoSupp",4859,"fa19"
1383,"responsive",8194,"fa19"
1383,"negEmoSupp",2290,"fa19"
1388,"responsive",1284,"fa19"
1388,"closeFrds",5649,"fa19"
1388,"closeFrds",5605,"fa19"
1388,"negEmoSupp",5649,"fa19"
1388,"negEmoSupp",5605,"fa19"
1388,"responsive",5649,"fa19"
1388,"closeFrds",1284,"fa19"
1388,"negEmoSupp",1284,"fa19"
1388,"negEmoSupp",2445,"fa19"
1388,"responsive",5605,"fa19"
1393,"negEmoSupp",4348,"fa19"
1393,"closeFrds",4769,"fa19"
1393,"negEmoSupp",4551,"fa19"
1393,"closeFrds",4348,"fa19"
1393,"negEmoSupp",4769,"fa19"
1393,"closeFrds",4551,"fa19"
1393,"responsive",4769,"fa19"
1393,"closeFrds",5211,"fa19"
1406,"responsive",2308,"fa19"
1406,"closeFrds",8200,"fa19"
1406,"negEmoSupp",3467,"fa19"
1406,"closeFrds",2501,"fa19"
1406,"negEmoSupp",2501,"fa19"
1406,"negEmoSupp",1092,"fa19"
1406,"closeFrds",3467,"fa19"
1406,"responsive",6330,"fa19"
1409,"negEmoSupp",3604,"fa19"
1409,"closeFrds",8062,"fa19"
1409,"closeFrds",1703,"fa19"
1409,"closeFrds",6620,"fa19"
1409,"responsive",6648,"fa19"
1409,"responsive",3604,"fa19"
1409,"closeFrds",3604,"fa19"
1409,"closeFrds",5645,"fa19"
1409,"closeFrds",8023,"fa19"
1410,"negEmoSupp",7097,"fa19"
1410,"closeFrds",2064,"fa19"
1410,"closeFrds",4732,"fa19"
1410,"responsive",7097,"fa19"
1410,"negEmoSupp",4073,"fa19"
1410,"negEmoSupp",2064,"fa19"
1410,"negEmoSupp",4732,"fa19"
1410,"closeFrds",4073,"fa19"
1413,"closeFrds",4552,"fa19"
1413,"responsive",5121,"fa19"
1413,"responsive",1209,"fa19"
1413,"closeFrds",3532,"fa19"
1413,"negEmoSupp",5121,"fa19"
1413,"closeFrds",4915,"fa19"
1413,"closeFrds",5121,"fa19"
1413,"negEmoSupp",1209,"fa19"
1413,"closeFrds",1209,"fa19"
1417,"closeFrds",3781,"fa19"
1417,"negEmoSupp",6833,"fa19"
1417,"closeFrds",4333,"fa19"
1417,"closeFrds",6955,"fa19"
1417,"responsive",4333,"fa19"
1417,"responsive",6955,"fa19"
1417,"closeFrds",6833,"fa19"
1417,"negEmoSupp",1687,"fa19"
1417,"closeFrds",1687,"fa19"
1417,"negEmoSupp",6955,"fa19"
1417,"negEmoSupp",3781,"fa19"
1417,"negEmoSupp",4333,"fa19"
1423,"negEmoSupp",2806,"fa19"
1423,"responsive",7667,"fa19"
1423,"negEmoSupp",3814,"fa19"
1423,"closeFrds",7667,"fa19"
1423,"closeFrds",3814,"fa19"
1423,"responsive",1662,"fa19"
1423,"negEmoSupp",1662,"fa19"
1423,"closeFrds",6715,"fa19"
1423,"responsive",3814,"fa19"
1423,"closeFrds",1662,"fa19"
1423,"closeFrds",2806,"fa19"
1423,"closeFrds",6232,"fa19"
